Date Key,Date,Day Of Week,Fiscal Year,Fiscal Quarter
20190620,6/20/2019,Thursday,FY2019,FQ3
20190621,6/21/2019,Friday,FY2019,FQ3
20190622,6/22/2019,Saturday,FY2019,FQ3
20190623,6/23/2019,Sunday,FY2019,FQ3
20190624,6/24/2019,Monday,FY2019,FQ3
20190625,6/25/2019,Tuesday,FY2019,FQ3
20190626,6/26/2019,Wednesday,FY2019,FQ3
20190627,6/27/2019,Thursday,FY2019,FQ3
20190628,6/28/2019,Friday,FY2019,FQ3
20190629,6/29/2019,Saturday,FY2019,FQ3
20190630,6/30/2019,Sunday,FY2019,FQ3
20190701,7/1/2019,Monday,FY2019,FQ4
20190702,7/2/2019,Tuesday,FY2019,FQ4
20190703,7/3/2019,Wednesday,FY2019,FQ4
20190704,7/4/2019,Thursday,FY2019,FQ4
20190705,7/5/2019,Friday,FY2019,FQ4
20190706,7/6/2019,Saturday,FY2019,FQ4
20190707,7/7/2019,Sunday,FY2019,FQ4
20190708,7/8/2019,Monday,FY2019,FQ4
20190709,7/9/2019,Tuesday,FY2019,FQ4
20190710,7/10/2019,Wednesday,FY2019,FQ4
20190711,7/11/2019,Thursday,FY2019,FQ4
20190712,7/12/2019,Friday,FY2019,FQ4
20190713,7/13/2019,Saturday,FY2019,FQ4
20190714,7/14/2019,Sunday,FY2019,FQ4
20190715,7/15/2019,Monday,FY2019,FQ4
20190716,7/16/2019,Tuesday,FY2019,FQ4
20190717,7/17/2019,Wednesday,FY2019,FQ4
20190718,7/18/2019,Thursday,FY2019,FQ4
20190719,7/19/2019,Friday,FY2019,FQ4
20190720,7/20/2019,Saturday,FY2019,FQ4
20190721,7/21/2019,Sunday,FY2019,FQ4
20190722,7/22/2019,Monday,FY2019,FQ4
20190723,7/23/2019,Tuesday,FY2019,FQ4
20190724,7/24/2019,Wednesday,FY2019,FQ4
20190725,7/25/2019,Thursday,FY2019,FQ4
20190726,7/26/2019,Friday,FY2019,FQ4
20190727,7/27/2019,Saturday,FY2019,FQ4
20190728,7/28/2019,Sunday,FY2019,FQ4
20190729,7/29/2019,Monday,FY2019,FQ4
20190730,7/30/2019,Tuesday,FY2019,FQ4
20190731,7/31/2019,Wednesday,FY2019,FQ4
20190801,8/1/2019,Thursday,FY2019,FQ4
20190802,8/2/2019,Friday,FY2019,FQ4
20190803,8/3/2019,Saturday,FY2019,FQ4
20190804,8/4/2019,Sunday,FY2019,FQ4
20190805,8/5/2019,Monday,FY2019,FQ4
20190806,8/6/2019,Tuesday,FY2019,FQ4
20190807,8/7/2019,Wednesday,FY2019,FQ4
20190808,8/8/2019,Thursday,FY2019,FQ4
20190809,8/9/2019,Friday,FY2019,FQ4
20190810,8/10/2019,Saturday,FY2019,FQ4
20190811,8/11/2019,Sunday,FY2019,FQ4
20190812,8/12/2019,Monday,FY2019,FQ4
20190813,8/13/2019,Tuesday,FY2019,FQ4
20190814,8/14/2019,Wednesday,FY2019,FQ4
20190815,8/15/2019,Thursday,FY2019,FQ4
20190816,8/16/2019,Friday,FY2019,FQ4
20190817,8/17/2019,Saturday,FY2019,FQ4
20190818,8/18/2019,Sunday,FY2019,FQ4
20190819,8/19/2019,Monday,FY2019,FQ4
20190820,8/20/2019,Tuesday,FY2019,FQ4
20190821,8/21/2019,Wednesday,FY2019,FQ4
20190822,8/22/2019,Thursday,FY2019,FQ4
20190823,8/23/2019,Friday,FY2019,FQ4
20190824,8/24/2019,Saturday,FY2019,FQ4
20190825,8/25/2019,Sunday,FY2019,FQ4
20190826,8/26/2019,Monday,FY2019,FQ4
20190827,8/27/2019,Tuesday,FY2019,FQ4
20190828,8/28/2019,Wednesday,FY2019,FQ4
20190829,8/29/2019,Thursday,FY2019,FQ4
20190830,8/30/2019,Friday,FY2019,FQ4
20190831,8/31/2019,Saturday,FY2019,FQ4
20190901,9/1/2019,Sunday,FY2019,FQ4
20190902,9/2/2019,Monday,FY2019,FQ4
20190903,9/3/2019,Tuesday,FY2019,FQ4
20190904,9/4/2019,Wednesday,FY2019,FQ4
20190905,9/5/2019,Thursday,FY2019,FQ4
20190906,9/6/2019,Friday,FY2019,FQ4
20190907,9/7/2019,Saturday,FY2019,FQ4
20190908,9/8/2019,Sunday,FY2019,FQ4
20190909,9/9/2019,Monday,FY2019,FQ4
20190910,9/10/2019,Tuesday,FY2019,FQ4
20190911,9/11/2019,Wednesday,FY2019,FQ4
20190912,9/12/2019,Thursday,FY2019,FQ4
20190913,9/13/2019,Friday,FY2019,FQ4
20190914,9/14/2019,Saturday,FY2019,FQ4
20190915,9/15/2019,Sunday,FY2019,FQ4
20190916,9/16/2019,Monday,FY2019,FQ4
20190917,9/17/2019,Tuesday,FY2019,FQ4
20190918,9/18/2019,Wednesday,FY2019,FQ4
20190919,9/19/2019,Thursday,FY2019,FQ4
20190920,9/20/2019,Friday,FY2019,FQ4
20190921,9/21/2019,Saturday,FY2019,FQ4
20190922,9/22/2019,Sunday,FY2019,FQ4
20190923,9/23/2019,Monday,FY2019,FQ4
20190924,9/24/2019,Tuesday,FY2019,FQ4
20190925,9/25/2019,Wednesday,FY2019,FQ4
20190926,9/26/2019,Thursday,FY2019,FQ4
20190927,9/27/2019,Friday,FY2019,FQ4
20190928,9/28/2019,Saturday,FY2019,FQ4
20190929,9/29/2019,Sunday,FY2019,FQ4
20190930,9/30/2019,Monday,FY2019,FQ4
20191001,10/1/2019,Tuesday,FY2020,FQ1
20191002,10/2/2019,Wednesday,FY2020,FQ1
20191003,10/3/2019,Thursday,FY2020,FQ1
20191004,10/4/2019,Friday,FY2020,FQ1
20191005,10/5/2019,Saturday,FY2020,FQ1
20191006,10/6/2019,Sunday,FY2020,FQ1
20191007,10/7/2019,Monday,FY2020,FQ1
20191008,10/8/2019,Tuesday,FY2020,FQ1
20191009,10/9/2019,Wednesday,FY2020,FQ1
20191010,10/10/2019,Thursday,FY2020,FQ1
20191011,10/11/2019,Friday,FY2020,FQ1
20191012,10/12/2019,Saturday,FY2020,FQ1
20191013,10/13/2019,Sunday,FY2020,FQ1
20191014,10/14/2019,Monday,FY2020,FQ1
20191015,10/15/2019,Tuesday,FY2020,FQ1
20191016,10/16/2019,Wednesday,FY2020,FQ1
20191017,10/17/2019,Thursday,FY2020,FQ1
20191018,10/18/2019,Friday,FY2020,FQ1
20191019,10/19/2019,Saturday,FY2020,FQ1
20191020,10/20/2019,Sunday,FY2020,FQ1
20191021,10/21/2019,Monday,FY2020,FQ1
20191022,10/22/2019,Tuesday,FY2020,FQ1
20191023,10/23/2019,Wednesday,FY2020,FQ1
20191024,10/24/2019,Thursday,FY2020,FQ1
20191025,10/25/2019,Friday,FY2020,FQ1
20191026,10/26/2019,Saturday,FY2020,FQ1
20191027,10/27/2019,Sunday,FY2020,FQ1
20191028,10/28/2019,Monday,FY2020,FQ1
20191029,10/29/2019,Tuesday,FY2020,FQ1
20191030,10/30/2019,Wednesday,FY2020,FQ1
20191031,10/31/2019,Thursday,FY2020,FQ1
20191101,11/1/2019,Friday,FY2020,FQ1
20191102,11/2/2019,Saturday,FY2020,FQ1
20191103,11/3/2019,Sunday,FY2020,FQ1
20191104,11/4/2019,Monday,FY2020,FQ1
20191105,11/5/2019,Tuesday,FY2020,FQ1
20191106,11/6/2019,Wednesday,FY2020,FQ1
20191107,11/7/2019,Thursday,FY2020,FQ1
20191108,11/8/2019,Friday,FY2020,FQ1
20191109,11/9/2019,Saturday,FY2020,FQ1
20191110,11/10/2019,Sunday,FY2020,FQ1
20191111,11/11/2019,Monday,FY2020,FQ1
20191112,11/12/2019,Tuesday,FY2020,FQ1
20191113,11/13/2019,Wednesday,FY2020,FQ1
20191114,11/14/2019,Thursday,FY2020,FQ1
20191115,11/15/2019,Friday,FY2020,FQ1
20191116,11/16/2019,Saturday,FY2020,FQ1
20191117,11/17/2019,Sunday,FY2020,FQ1
20191118,11/18/2019,Monday,FY2020,FQ1
20191119,11/19/2019,Tuesday,FY2020,FQ1
20191120,11/20/2019,Wednesday,FY2020,FQ1
20191121,11/21/2019,Thursday,FY2020,FQ1
20191122,11/22/2019,Friday,FY2020,FQ1
20191123,11/23/2019,Saturday,FY2020,FQ1
20191124,11/24/2019,Sunday,FY2020,FQ1
20191125,11/25/2019,Monday,FY2020,FQ1
20191126,11/26/2019,Tuesday,FY2020,FQ1
20191127,11/27/2019,Wednesday,FY2020,FQ1
20191128,11/28/2019,Thursday,FY2020,FQ1
20191129,11/29/2019,Friday,FY2020,FQ1
20191130,11/30/2019,Saturday,FY2020,FQ1
20191201,12/1/2019,Sunday,FY2020,FQ1
20191202,12/2/2019,Monday,FY2020,FQ1
20191203,12/3/2019,Tuesday,FY2020,FQ1
20191204,12/4/2019,Wednesday,FY2020,FQ1
20191205,12/5/2019,Thursday,FY2020,FQ1
20191206,12/6/2019,Friday,FY2020,FQ1
20191207,12/7/2019,Saturday,FY2020,FQ1
20191208,12/8/2019,Sunday,FY2020,FQ1
20191209,12/9/2019,Monday,FY2020,FQ1
20191210,12/10/2019,Tuesday,FY2020,FQ1
20191211,12/11/2019,Wednesday,FY2020,FQ1
20191212,12/12/2019,Thursday,FY2020,FQ1
20191213,12/13/2019,Friday,FY2020,FQ1
20191214,12/14/2019,Saturday,FY2020,FQ1
20191215,12/15/2019,Sunday,FY2020,FQ1
20191216,12/16/2019,Monday,FY2020,FQ1
20191217,12/17/2019,Tuesday,FY2020,FQ1
20191218,12/18/2019,Wednesday,FY2020,FQ1
20191219,12/19/2019,Thursday,FY2020,FQ1
20191220,12/20/2019,Friday,FY2020,FQ1
20191221,12/21/2019,Saturday,FY2020,FQ1
20191222,12/22/2019,Sunday,FY2020,FQ1
20191223,12/23/2019,Monday,FY2020,FQ1
20191224,12/24/2019,Tuesday,FY2020,FQ1
20191225,12/25/2019,Wednesday,FY2020,FQ1
20191226,12/26/2019,Thursday,FY2020,FQ1
20191227,12/27/2019,Friday,FY2020,FQ1
20191228,12/28/2019,Saturday,FY2020,FQ1
20191229,12/29/2019,Sunday,FY2020,FQ1
20191230,12/30/2019,Monday,FY2020,FQ1
20191231,12/31/2019,Tuesday,FY2020,FQ1
20200101,1/1/2020,Wednesday,FY2020,FQ2
20200102,1/2/2020,Thursday,FY2020,FQ2
20200103,1/3/2020,Friday,FY2020,FQ2
20200104,1/4/2020,Saturday,FY2020,FQ2
20200105,1/5/2020,Sunday,FY2020,FQ2
20200106,1/6/2020,Monday,FY2020,FQ2
20200107,1/7/2020,Tuesday,FY2020,FQ2
20200108,1/8/2020,Wednesday,FY2020,FQ2
20200109,1/9/2020,Thursday,FY2020,FQ2
20200110,1/10/2020,Friday,FY2020,FQ2
20200111,1/11/2020,Saturday,FY2020,FQ2
20200112,1/12/2020,Sunday,FY2020,FQ2
20200113,1/13/2020,Monday,FY2020,FQ2
20200114,1/14/2020,Tuesday,FY2020,FQ2
20200115,1/15/2020,Wednesday,FY2020,FQ2
20200116,1/16/2020,Thursday,FY2020,FQ2
20200117,1/17/2020,Friday,FY2020,FQ2
20200118,1/18/2020,Saturday,FY2020,FQ2
20200119,1/19/2020,Sunday,FY2020,FQ2
20200120,1/20/2020,Monday,FY2020,FQ2
20200121,1/21/2020,Tuesday,FY2020,FQ2
20200122,1/22/2020,Wednesday,FY2020,FQ2
20200123,1/23/2020,Thursday,FY2020,FQ2
20200124,1/24/2020,Friday,FY2020,FQ2
20200125,1/25/2020,Saturday,FY2020,FQ2
20200126,1/26/2020,Sunday,FY2020,FQ2
20200127,1/27/2020,Monday,FY2020,FQ2
20200128,1/28/2020,Tuesday,FY2020,FQ2
20200129,1/29/2020,Wednesday,FY2020,FQ2
20200130,1/30/2020,Thursday,FY2020,FQ2
20200131,1/31/2020,Friday,FY2020,FQ2
20200201,2/1/2020,Saturday,FY2020,FQ2
20200202,2/2/2020,Sunday,FY2020,FQ2
20200203,2/3/2020,Monday,FY2020,FQ2
20200204,2/4/2020,Tuesday,FY2020,FQ2
20200205,2/5/2020,Wednesday,FY2020,FQ2
20200206,2/6/2020,Thursday,FY2020,FQ2
20200207,2/7/2020,Friday,FY2020,FQ2
20200208,2/8/2020,Saturday,FY2020,FQ2
20200209,2/9/2020,Sunday,FY2020,FQ2
20200210,2/10/2020,Monday,FY2020,FQ2
20200211,2/11/2020,Tuesday,FY2020,FQ2
20200212,2/12/2020,Wednesday,FY2020,FQ2
20200213,2/13/2020,Thursday,FY2020,FQ2
20200214,2/14/2020,Friday,FY2020,FQ2
20200215,2/15/2020,Saturday,FY2020,FQ2
20200216,2/16/2020,Sunday,FY2020,FQ2
20200217,2/17/2020,Monday,FY2020,FQ2
20200218,2/18/2020,Tuesday,FY2020,FQ2
20200219,2/19/2020,Wednesday,FY2020,FQ2
20200220,2/20/2020,Thursday,FY2020,FQ2
20200221,2/21/2020,Friday,FY2020,FQ2
20200222,2/22/2020,Saturday,FY2020,FQ2
20200223,2/23/2020,Sunday,FY2020,FQ2
20200224,2/24/2020,Monday,FY2020,FQ2
20200225,2/25/2020,Tuesday,FY2020,FQ2
20200226,2/26/2020,Wednesday,FY2020,FQ2
20200227,2/27/2020,Thursday,FY2020,FQ2
20200228,2/28/2020,Friday,FY2020,FQ2
20200229,2/29/2020,Saturday,FY2020,FQ2
20200301,3/1/2020,Sunday,FY2020,FQ2
20200302,3/2/2020,Monday,FY2020,FQ2
20200303,3/3/2020,Tuesday,FY2020,FQ2
20200304,3/4/2020,Wednesday,FY2020,FQ2
20200305,3/5/2020,Thursday,FY2020,FQ2
20200306,3/6/2020,Friday,FY2020,FQ2
20200307,3/7/2020,Saturday,FY2020,FQ2
20200308,3/8/2020,Sunday,FY2020,FQ2
20200309,3/9/2020,Monday,FY2020,FQ2
20200310,3/10/2020,Tuesday,FY2020,FQ2
20200311,3/11/2020,Wednesday,FY2020,FQ2
20200312,3/12/2020,Thursday,FY2020,FQ2
20200313,3/13/2020,Friday,FY2020,FQ2
20200314,3/14/2020,Saturday,FY2020,FQ2
20200315,3/15/2020,Sunday,FY2020,FQ2
20200316,3/16/2020,Monday,FY2020,FQ2
20200317,3/17/2020,Tuesday,FY2020,FQ2
20200318,3/18/2020,Wednesday,FY2020,FQ2
20200319,3/19/2020,Thursday,FY2020,FQ2
20200320,3/20/2020,Friday,FY2020,FQ2
20200321,3/21/2020,Saturday,FY2020,FQ2
20200322,3/22/2020,Sunday,FY2020,FQ2
20200323,3/23/2020,Monday,FY2020,FQ2
20200324,3/24/2020,Tuesday,FY2020,FQ2
20200325,3/25/2020,Wednesday,FY2020,FQ2
20200326,3/26/2020,Thursday,FY2020,FQ2
20200327,3/27/2020,Friday,FY2020,FQ2
20200328,3/28/2020,Saturday,FY2020,FQ2
20200329,3/29/2020,Sunday,FY2020,FQ2
20200330,3/30/2020,Monday,FY2020,FQ2
20200331,3/31/2020,Tuesday,FY2020,FQ2
20200401,4/1/2020,Wednesday,FY2020,FQ3
20200402,4/2/2020,Thursday,FY2020,FQ3
20200403,4/3/2020,Friday,FY2020,FQ3
20200404,4/4/2020,Saturday,FY2020,FQ3
20200405,4/5/2020,Sunday,FY2020,FQ3
20200406,4/6/2020,Monday,FY2020,FQ3
20200407,4/7/2020,Tuesday,FY2020,FQ3
20200408,4/8/2020,Wednesday,FY2020,FQ3
20200409,4/9/2020,Thursday,FY2020,FQ3
20200410,4/10/2020,Friday,FY2020,FQ3
20200411,4/11/2020,Saturday,FY2020,FQ3
20200412,4/12/2020,Sunday,FY2020,FQ3
20200413,4/13/2020,Monday,FY2020,FQ3
20200414,4/14/2020,Tuesday,FY2020,FQ3
20200415,4/15/2020,Wednesday,FY2020,FQ3
20200416,4/16/2020,Thursday,FY2020,FQ3
20200417,4/17/2020,Friday,FY2020,FQ3
20200418,4/18/2020,Saturday,FY2020,FQ3
20200419,4/19/2020,Sunday,FY2020,FQ3
20200420,4/20/2020,Monday,FY2020,FQ3
20200421,4/21/2020,Tuesday,FY2020,FQ3
20200422,4/22/2020,Wednesday,FY2020,FQ3
20200423,4/23/2020,Thursday,FY2020,FQ3
20200424,4/24/2020,Friday,FY2020,FQ3
20200425,4/25/2020,Saturday,FY2020,FQ3
20200426,4/26/2020,Sunday,FY2020,FQ3
20200427,4/27/2020,Monday,FY2020,FQ3
20200428,4/28/2020,Tuesday,FY2020,FQ3
20200429,4/29/2020,Wednesday,FY2020,FQ3
20200430,4/30/2020,Thursday,FY2020,FQ3
20200501,5/1/2020,Friday,FY2020,FQ3
20200502,5/2/2020,Saturday,FY2020,FQ3
20200503,5/3/2020,Sunday,FY2020,FQ3
20200504,5/4/2020,Monday,FY2020,FQ3
20200505,5/5/2020,Tuesday,FY2020,FQ3
20200506,5/6/2020,Wednesday,FY2020,FQ3
20200507,5/7/2020,Thursday,FY2020,FQ3
20200508,5/8/2020,Friday,FY2020,FQ3
20200509,5/9/2020,Saturday,FY2020,FQ3
20200510,5/10/2020,Sunday,FY2020,FQ3
20200511,5/11/2020,Monday,FY2020,FQ3
20200512,5/12/2020,Tuesday,FY2020,FQ3
20200513,5/13/2020,Wednesday,FY2020,FQ3
20200514,5/14/2020,Thursday,FY2020,FQ3
20200515,5/15/2020,Friday,FY2020,FQ3
20200516,5/16/2020,Saturday,FY2020,FQ3
20200517,5/17/2020,Sunday,FY2020,FQ3
20200518,5/18/2020,Monday,FY2020,FQ3
20200519,5/19/2020,Tuesday,FY2020,FQ3
20200520,5/20/2020,Wednesday,FY2020,FQ3
20200521,5/21/2020,Thursday,FY2020,FQ3
20200522,5/22/2020,Friday,FY2020,FQ3
20200523,5/23/2020,Saturday,FY2020,FQ3
20200524,5/24/2020,Sunday,FY2020,FQ3
20200525,5/25/2020,Monday,FY2020,FQ3
20200526,5/26/2020,Tuesday,FY2020,FQ3
20200527,5/27/2020,Wednesday,FY2020,FQ3
20200528,5/28/2020,Thursday,FY2020,FQ3
20200529,5/29/2020,Friday,FY2020,FQ3
20200530,5/30/2020,Saturday,FY2020,FQ3
20200531,5/31/2020,Sunday,FY2020,FQ3
20200601,6/1/2020,Monday,FY2020,FQ3
20200602,6/2/2020,Tuesday,FY2020,FQ3
20200603,6/3/2020,Wednesday,FY2020,FQ3
20200604,6/4/2020,Thursday,FY2020,FQ3
20200605,6/5/2020,Friday,FY2020,FQ3
20200606,6/6/2020,Saturday,FY2020,FQ3
20200607,6/7/2020,Sunday,FY2020,FQ3
20200608,6/8/2020,Monday,FY2020,FQ3
20200609,6/9/2020,Tuesday,FY2020,FQ3
20200610,6/10/2020,Wednesday,FY2020,FQ3
20200611,6/11/2020,Thursday,FY2020,FQ3
20200612,6/12/2020,Friday,FY2020,FQ3
20200613,6/13/2020,Saturday,FY2020,FQ3
20200614,6/14/2020,Sunday,FY2020,FQ3
20200615,6/15/2020,Monday,FY2020,FQ3
20200616,6/16/2020,Tuesday,FY2020,FQ3
20200617,6/17/2020,Wednesday,FY2020,FQ3
20200618,6/18/2020,Thursday,FY2020,FQ3
20200619,6/19/2020,Friday,FY2020,FQ3
20200620,6/20/2020,Saturday,FY2020,FQ3
20200621,6/21/2020,Sunday,FY2020,FQ3
20200622,6/22/2020,Monday,FY2020,FQ3
20200623,6/23/2020,Tuesday,FY2020,FQ3
20200624,6/24/2020,Wednesday,FY2020,FQ3
20200625,6/25/2020,Thursday,FY2020,FQ3
20200626,6/26/2020,Friday,FY2020,FQ3
20200627,6/27/2020,Saturday,FY2020,FQ3
20200628,6/28/2020,Sunday,FY2020,FQ3
20200629,6/29/2020,Monday,FY2020,FQ3
20200630,6/30/2020,Tuesday,FY2020,FQ3
20200701,7/1/2020,Wednesday,FY2020,FQ4
20200702,7/2/2020,Thursday,FY2020,FQ4
20200703,7/3/2020,Friday,FY2020,FQ4
20200704,7/4/2020,Saturday,FY2020,FQ4
20200705,7/5/2020,Sunday,FY2020,FQ4
20200706,7/6/2020,Monday,FY2020,FQ4
20200707,7/7/2020,Tuesday,FY2020,FQ4
20200708,7/8/2020,Wednesday,FY2020,FQ4
20200709,7/9/2020,Thursday,FY2020,FQ4
20200710,7/10/2020,Friday,FY2020,FQ4
20200711,7/11/2020,Saturday,FY2020,FQ4
20200712,7/12/2020,Sunday,FY2020,FQ4
20200713,7/13/2020,Monday,FY2020,FQ4
20200714,7/14/2020,Tuesday,FY2020,FQ4
20200715,7/15/2020,Wednesday,FY2020,FQ4
20200716,7/16/2020,Thursday,FY2020,FQ4
20200717,7/17/2020,Friday,FY2020,FQ4
20200718,7/18/2020,Saturday,FY2020,FQ4
20200719,7/19/2020,Sunday,FY2020,FQ4
20200720,7/20/2020,Monday,FY2020,FQ4
20200721,7/21/2020,Tuesday,FY2020,FQ4
20200722,7/22/2020,Wednesday,FY2020,FQ4
20200723,7/23/2020,Thursday,FY2020,FQ4
20200724,7/24/2020,Friday,FY2020,FQ4
20200725,7/25/2020,Saturday,FY2020,FQ4
20200726,7/26/2020,Sunday,FY2020,FQ4
20200727,7/27/2020,Monday,FY2020,FQ4
20200728,7/28/2020,Tuesday,FY2020,FQ4
20200729,7/29/2020,Wednesday,FY2020,FQ4
20200730,7/30/2020,Thursday,FY2020,FQ4
20200731,7/31/2020,Friday,FY2020,FQ4
20200801,8/1/2020,Saturday,FY2020,FQ4
20200802,8/2/2020,Sunday,FY2020,FQ4
20200803,8/3/2020,Monday,FY2020,FQ4
20200804,8/4/2020,Tuesday,FY2020,FQ4
20200805,8/5/2020,Wednesday,FY2020,FQ4
20200806,8/6/2020,Thursday,FY2020,FQ4
20200807,8/7/2020,Friday,FY2020,FQ4
20200808,8/8/2020,Saturday,FY2020,FQ4
20200809,8/9/2020,Sunday,FY2020,FQ4
20200810,8/10/2020,Monday,FY2020,FQ4
20200811,8/11/2020,Tuesday,FY2020,FQ4
20200812,8/12/2020,Wednesday,FY2020,FQ4
20200813,8/13/2020,Thursday,FY2020,FQ4
20200814,8/14/2020,Friday,FY2020,FQ4
20200815,8/15/2020,Saturday,FY2020,FQ4
20200816,8/16/2020,Sunday,FY2020,FQ4
20200817,8/17/2020,Monday,FY2020,FQ4
20200818,8/18/2020,Tuesday,FY2020,FQ4
20200819,8/19/2020,Wednesday,FY2020,FQ4
20200820,8/20/2020,Thursday,FY2020,FQ4
20200821,8/21/2020,Friday,FY2020,FQ4
20200822,8/22/2020,Saturday,FY2020,FQ4
20200823,8/23/2020,Sunday,FY2020,FQ4
20200824,8/24/2020,Monday,FY2020,FQ4
20200825,8/25/2020,Tuesday,FY2020,FQ4
20200826,8/26/2020,Wednesday,FY2020,FQ4
20200827,8/27/2020,Thursday,FY2020,FQ4
20200828,8/28/2020,Friday,FY2020,FQ4
20200829,8/29/2020,Saturday,FY2020,FQ4
20200830,8/30/2020,Sunday,FY2020,FQ4
20200831,8/31/2020,Monday,FY2020,FQ4
20200901,9/1/2020,Tuesday,FY2020,FQ4
20200902,9/2/2020,Wednesday,FY2020,FQ4
20200903,9/3/2020,Thursday,FY2020,FQ4
20200904,9/4/2020,Friday,FY2020,FQ4
20200905,9/5/2020,Saturday,FY2020,FQ4
20200906,9/6/2020,Sunday,FY2020,FQ4
20200907,9/7/2020,Monday,FY2020,FQ4
20200908,9/8/2020,Tuesday,FY2020,FQ4
20200909,9/9/2020,Wednesday,FY2020,FQ4
20200910,9/10/2020,Thursday,FY2020,FQ4
20200911,9/11/2020,Friday,FY2020,FQ4
20200912,9/12/2020,Saturday,FY2020,FQ4
20200913,9/13/2020,Sunday,FY2020,FQ4
20200914,9/14/2020,Monday,FY2020,FQ4
20200915,9/15/2020,Tuesday,FY2020,FQ4
20200916,9/16/2020,Wednesday,FY2020,FQ4
20200917,9/17/2020,Thursday,FY2020,FQ4
20200918,9/18/2020,Friday,FY2020,FQ4
20200919,9/19/2020,Saturday,FY2020,FQ4
20200920,9/20/2020,Sunday,FY2020,FQ4
20200921,9/21/2020,Monday,FY2020,FQ4
20200922,9/22/2020,Tuesday,FY2020,FQ4
20200923,9/23/2020,Wednesday,FY2020,FQ4
20200924,9/24/2020,Thursday,FY2020,FQ4
20200925,9/25/2020,Friday,FY2020,FQ4
20200926,9/26/2020,Saturday,FY2020,FQ4
20200927,9/27/2020,Sunday,FY2020,FQ4
20200928,9/28/2020,Monday,FY2020,FQ4
20200929,9/29/2020,Tuesday,FY2020,FQ4
20200930,9/30/2020,Wednesday,FY2020,FQ4
20201001,10/1/2020,Thursday,FY2021,FQ1
20201002,10/2/2020,Friday,FY2021,FQ1
20201003,10/3/2020,Saturday,FY2021,FQ1
20201004,10/4/2020,Sunday,FY2021,FQ1
20201005,10/5/2020,Monday,FY2021,FQ1
20201006,10/6/2020,Tuesday,FY2021,FQ1
20201007,10/7/2020,Wednesday,FY2021,FQ1
20201008,10/8/2020,Thursday,FY2021,FQ1
20201009,10/9/2020,Friday,FY2021,FQ1
20201010,10/10/2020,Saturday,FY2021,FQ1
20201011,10/11/2020,Sunday,FY2021,FQ1
20201012,10/12/2020,Monday,FY2021,FQ1
20201013,10/13/2020,Tuesday,FY2021,FQ1
20201014,10/14/2020,Wednesday,FY2021,FQ1
20201015,10/15/2020,Thursday,FY2021,FQ1
20201016,10/16/2020,Friday,FY2021,FQ1
20201017,10/17/2020,Saturday,FY2021,FQ1
20201018,10/18/2020,Sunday,FY2021,FQ1
20201019,10/19/2020,Monday,FY2021,FQ1
20201020,10/20/2020,Tuesday,FY2021,FQ1
20201021,10/21/2020,Wednesday,FY2021,FQ1
20201022,10/22/2020,Thursday,FY2021,FQ1
20201023,10/23/2020,Friday,FY2021,FQ1
20201024,10/24/2020,Saturday,FY2021,FQ1
20201025,10/25/2020,Sunday,FY2021,FQ1
20201026,10/26/2020,Monday,FY2021,FQ1
20201027,10/27/2020,Tuesday,FY2021,FQ1
20201028,10/28/2020,Wednesday,FY2021,FQ1
20201029,10/29/2020,Thursday,FY2021,FQ1
20201030,10/30/2020,Friday,FY2021,FQ1
20201031,10/31/2020,Saturday,FY2021,FQ1
20201101,11/1/2020,Sunday,FY2021,FQ1
20201102,11/2/2020,Monday,FY2021,FQ1
20201103,11/3/2020,Tuesday,FY2021,FQ1
20201104,11/4/2020,Wednesday,FY2021,FQ1
20201105,11/5/2020,Thursday,FY2021,FQ1
20201106,11/6/2020,Friday,FY2021,FQ1
20201107,11/7/2020,Saturday,FY2021,FQ1
20201108,11/8/2020,Sunday,FY2021,FQ1
20201109,11/9/2020,Monday,FY2021,FQ1
20201110,11/10/2020,Tuesday,FY2021,FQ1
20201111,11/11/2020,Wednesday,FY2021,FQ1
20201112,11/12/2020,Thursday,FY2021,FQ1
20201113,11/13/2020,Friday,FY2021,FQ1
20201114,11/14/2020,Saturday,FY2021,FQ1
20201115,11/15/2020,Sunday,FY2021,FQ1
20201116,11/16/2020,Monday,FY2021,FQ1
20201117,11/17/2020,Tuesday,FY2021,FQ1
20201118,11/18/2020,Wednesday,FY2021,FQ1
20201119,11/19/2020,Thursday,FY2021,FQ1
20201120,11/20/2020,Friday,FY2021,FQ1
20201121,11/21/2020,Saturday,FY2021,FQ1
20201122,11/22/2020,Sunday,FY2021,FQ1
20201123,11/23/2020,Monday,FY2021,FQ1
20201124,11/24/2020,Tuesday,FY2021,FQ1
20201125,11/25/2020,Wednesday,FY2021,FQ1
20201126,11/26/2020,Thursday,FY2021,FQ1
20201127,11/27/2020,Friday,FY2021,FQ1
20201128,11/28/2020,Saturday,FY2021,FQ1
20201129,11/29/2020,Sunday,FY2021,FQ1
20201130,11/30/2020,Monday,FY2021,FQ1
20201201,12/1/2020,Tuesday,FY2021,FQ1
20201202,12/2/2020,Wednesday,FY2021,FQ1
20201203,12/3/2020,Thursday,FY2021,FQ1
20201204,12/4/2020,Friday,FY2021,FQ1
20201205,12/5/2020,Saturday,FY2021,FQ1
20201206,12/6/2020,Sunday,FY2021,FQ1
20201207,12/7/2020,Monday,FY2021,FQ1
